id,focus,signal,slack,drag,confidence,score,lane
l001,lease drift,35,33,6,25,143,watch
l002,replica lag,35,34,6,55,175,ship
l003,membership churn,35,35,6,85,207,ship
l004,quorum health,35,36,18,25,113,watch
l005,lease drift,35,37,18,55,145,watch
l006,replica lag,35,38,18,85,177,ship
l007,membership churn,35,39,34,25,71,hold
l008,quorum health,35,40,34,55,103,watch
l009,lease drift,35,41,34,85,135,watch
l010,replica lag,60,42,6,25,211,ship
l011,membership churn,60,43,6,55,243,ship
l012,quorum health,60,44,6,85,275,ship
l013,lease drift,60,45,18,25,181,ship
l014,replica lag,60,46,18,55,213,ship
l015,membership churn,60,47,18,85,245,ship
l016,quorum health,60,48,34,25,139,watch
l017,lease drift,60,32,34,55,137,watch
l018,replica lag,60,33,34,85,169,ship
l019,membership churn,85,34,6,25,245,ship
l020,quorum health,85,35,6,55,277,ship
l021,lease drift,85,36,6,85,309,ship
l022,replica lag,85,37,18,25,215,ship
l023,membership churn,85,38,18,55,247,ship
l024,quorum health,85,39,18,85,279,ship
l025,lease drift,85,40,34,25,173,ship
l026,replica lag,85,41,34,55,205,ship
l027,membership churn,85,42,34,85,237,ship
